model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency
q_learning,100,270,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,271,SteingroverInPrep,124.08407344957762,-124.08407344957762,256.1681468991552,266.5888276431076,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,450,62,32,0.9971424931691095,,0.9011438672688725,1e-06,0.7925657554604407
q_learning,100,271,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,272,SteingroverInPrep,66.64315774947745,-66.64315774947745,141.2863154989549,151.70699624290728,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,575,73,32,0.003954860957736524,,0.622845819247067,1.7077651861031444,4.38037013528583
q_learning,100,272,SteingroverInPrep,83.82711720919687,-83.82711720919687,171.65423441839374,176.86457479036991,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,15,1,0.016438557522233097,20.0,,,
pvl_delta,100,273,SteingroverInPrep,115.46282291891697,-115.46282291891697,238.92564583783394,249.34632658178631,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,435,51,32,0.07873233194636667,,0.36931187407995764,2.6083506457921763,1.3771053225519418
q_learning,100,273,SteingroverInPrep,126.52280632103752,-126.52280632103752,257.04561264207507,262.2559530140512,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,9,1,0.056785279285035434,3.405346993181871,,,
pvl_delta,100,274,SteingroverInPrep,131.61407190406544,-131.61407190406544,271.2281438081309,281.6488245520832,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,415,59,32,0.12110644400670444,,2.0,1e-06,0.7753427247866095
q_learning,100,274,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,275,SteingroverInPrep,124.10081891739465,-124.10081891739465,256.20163783478927,266.62231857874167,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,470,58,32,0.999999,,0.13850648322166081,1.2899908944331486,0.4517632429342028
q_learning,100,275,SteingroverInPrep,131.66644348856178,-131.66644348856178,267.33288697712356,272.54322734909977,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,17,1,1.0,0.22423040667989388,,,
pvl_delta,100,276,SteingroverInPrep,84.14243640093214,-84.14243640093214,176.28487280186428,186.70555354581666,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,26,32,0.010870496672585026,,1e-06,4.96252851090024,2.8143280839348175
q_learning,100,276,SteingroverInPrep,119.16618251070882,-119.16618251070882,242.33236502141764,247.54270539339382,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,18,1,0.006142823286569975,20.0,,,
pvl_delta,100,277,SteingroverInPrep,104.00296120543891,-104.00296120543891,216.00592241087782,226.4266031548302,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,515,74,32,0.999999,,1e-06,0.47556575674461654,0.8754216664494641
q_learning,100,277,SteingroverInPrep,126.02452975577873,-126.02452975577873,256.04905951155746,261.25939988353366,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,12,1,1.0,0.34291877195042764,,,
pvl_delta,100,278,SteingroverInPrep,105.63102725031659,-105.63102725031659,219.26205450063318,229.68273524458556,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,170,26,32,0.036424299020721626,,0.29793495027882994,2.646473229538235,1.9039822987746502
q_learning,100,278,SteingroverInPrep,124.7875082493631,-124.7875082493631,253.5750164987262,258.7853568707024,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,117,27,1,0.00520027105796816,20.0,,,
pvl_delta,100,279,SteingroverInPrep,125.31952514967904,-125.31952514967904,258.6390502993581,269.0597310433104,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,415,59,32,0.00037958221232239323,,0.09565422768095191,7.3293336905346695,4.734032388324346
q_learning,100,279,SteingroverInPrep,134.72905193474625,-134.72905193474625,273.4581038694925,278.6684442414687,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,29,1,0.003155481939121855,20.0,,,
pvl_delta,100,280,SteingroverInPrep,125.75227067514002,-125.75227067514002,259.5045413502801,269.9252220942324,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,280,23,32,0.00038930644838294705,,0.35738760728396096,6.9824949057487995,4.327891025626052
q_learning,100,280,SteingroverInPrep,132.23963398924516,-132.23963398924516,268.4792679784903,273.68960835046653,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,12,1,0.005434234980508133,20.0,,,
pvl_delta,100,281,SteingroverInPrep,120.97815952709256,-120.97815952709256,249.95631905418512,260.3769997981375,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,715,92,32,0.17700461761046044,,0.8338819782256425,0.34234669669262774,1.2318850532316035
q_learning,100,281,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,282,SteingroverInPrep,111.40962155267232,-111.40962155267232,230.81924310534464,241.239923849297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,12,32,0.9777279270731153,,0.7607889099627326,1e-06,1.0053669971606467
q_learning,100,282,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,283,SteingroverInPrep,88.94295155669984,-88.94295155669984,185.88590311339968,196.30658385735205,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,85,14,32,0.999999,,1e-06,0.1684303638402752,1.1234193060078217
q_learning,100,283,SteingroverInPrep,121.2702541177153,-121.2702541177153,246.5405082354306,251.75084860740677,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,1,1.0,0.374901331945499,,,
pvl_delta,100,284,SteingroverInPrep,112.9055367348339,-112.9055367348339,233.8110734696678,244.23175421362018,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,900,116,32,0.9577014653317586,,0.09923685163797852,0.8042998016108928,0.6939165917644162
q_learning,100,284,SteingroverInPrep,125.94148872253086,-125.94148872253086,255.88297744506173,261.0933178170379,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,51,12,1,0.9889956846402231,0.3261799866177334,,,
pvl_delta,100,285,SteingroverInPrep,126.5535322677952,-126.5535322677952,261.10706453559044,271.5277452795428,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,395,47,32,0.18602963677160889,,1e-06,0.5918132468324351,0.8423708164602489
q_learning,100,285,SteingroverInPrep,128.8935467164619,-128.8935467164619,261.7870934329238,266.9974338049,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,17,1,0.007273399225965396,20.0,,,
pvl_delta,100,286,SteingroverInPrep,129.97557911924338,-129.97557911924338,267.95115823848676,278.3718389824391,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290,30,32,0.00022933997787539332,,1e-06,2.344315127012686,4.9969993254174
q_learning,100,286,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,287,SteingroverInPrep,50.498505825394204,-50.498505825394204,108.99701165078841,119.41769239474078,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,400,45,32,0.08102959038563118,,1.2015144739350336,0.23545218915736443,2.545340208233417
q_learning,100,287,SteingroverInPrep,61.86486718102352,-61.86486718102352,127.72973436204704,132.94007473402323,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,19,1,0.0303570792957434,20.0,,,
pvl_delta,100,288,SteingroverInPrep,105.37136210242565,-105.37136210242565,218.7427242048513,229.16340494880367,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,660,74,32,0.7091844668442715,,1.4470268537190867,1e-06,1.127212387009134
q_learning,100,288,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,289,SteingroverInPrep,130.4126910589398,-130.4126910589398,268.8253821178796,279.24606286183194,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,40,32,0.037121439373527035,,1e-06,3.2421508692692504,1.213264215807222
q_learning,100,289,SteingroverInPrep,134.0765727385642,-134.0765727385642,272.1531454771284,277.3634858491046,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,20,1,0.005021034509121635,20.0,,,
pvl_delta,100,290,SteingroverInPrep,138.62943611190778,-138.62943611190778,285.25887222381556,295.6795529677679,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1e-06,1e-06,1.1567890635661379e-06
q_learning,100,290,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,291,SteingroverInPrep,68.82012146844268,-68.82012146844268,145.64024293688536,156.06092368083773,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,14,32,0.8092931168480602,,1e-06,0.12283513801784486,1.3845645348324618
q_learning,100,291,SteingroverInPrep,93.6212963702832,-93.6212963702832,191.2425927405664,196.45293311254258,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,19,1,0.018128011850618502,12.72216478173806,,,
pvl_delta,100,292,Premkumar,100.59424658788814,-100.59424658788814,209.18849317577627,219.60917391972865,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,550,78,32,0.07764475790070866,,0.9659715403294832,1e-06,1.3108860131723301
q_learning,100,292,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,293,Premkumar,136.7967636280254,-136.7967636280254,281.5935272560508,292.0142080000031,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,8,32,0.00014795791041656063,,1.0096158783248338e-06,1e-06,4.963548959627128
q_learning,100,293,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,294,Premkumar,127.61233357033554,-127.61233357033554,263.22466714067104,273.64534788462345,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,22,32,0.0002981937468593387,,1e-06,1.031454112074952,5.0
q_learning,100,294,Premkumar,130.4317714457249,-130.4317714457249,264.8635428914498,270.073883263426,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,96,24,1,0.0038024864660839764,20.0,,,
pvl_delta,100,295,Premkumar,106.62097175267934,-106.62097175267934,221.24194350535868,231.66262424931105,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,935,125,32,0.025692157120376286,,1.283829120542721,0.5470586548840843,2.6036842517098098
q_learning,100,295,Premkumar,110.63833351475867,-110.63833351475867,225.27666702951734,230.4870074014935,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,19,1,0.015935955482208913,20.0,,,
pvl_delta,100,296,Premkumar,128.43300145085811,-128.43300145085811,264.86600290171623,275.2866836456686,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,660,85,32,0.11898529201306056,,0.6894464142124205,0.4689995722557851,1.2442963452813767
q_learning,100,296,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,297,Premkumar,99.93845533984516,-99.93845533984516,207.87691067969033,218.2975914236427,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310,40,32,0.05254666023670597,,0.8357071808775846,1.338438821477193,2.0485017226868196
q_learning,100,297,Premkumar,100.90514060876808,-100.90514060876808,205.81028121753616,211.02062158951233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,14,1,0.045749046566341475,9.807269672215115,,,
pvl_delta,100,298,Premkumar,83.48723649672587,-83.48723649672587,174.97447299345174,185.39515373740412,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,600,74,32,0.9304145676014032,,1.990842497936332,0.0006873840962104307,1.2460808519699045
q_learning,100,298,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,299,Premkumar,99.68925172317742,-99.68925172317742,207.37850344635484,217.79918419030722,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,25,32,0.034727121778277525,,0.6335005657142043,1.9910145692325996,2.2116456126593507
q_learning,100,299,Premkumar,101.79550804201875,-101.79550804201875,207.5910160840375,212.80135645601368,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,16,1,0.03493208164381898,10.093111412704761,,,
pvl_delta,100,300,Premkumar,124.60347454723149,-124.60347454723149,257.20694909446297,267.6276298384153,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,755,105,32,0.0067837786154262844,,1e-06,1.9883646396316563,2.226499181640115
q_learning,100,300,Premkumar,122.77544794420628,-122.77544794420628,249.55089588841255,254.76123626038873,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,20,1,0.005952965193945368,20.0,,,
pvl_delta,100,301,Premkumar,131.69651835025863,-131.69651835025863,271.39303670051726,281.8137174444696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,385,51,32,0.196414197244023,,2.0,10.0,0.009453771349918086
q_learning,100,301,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,302,Premkumar,82.67403436996702,-82.67403436996702,173.34806873993404,183.7687494838864,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,330,43,32,0.09778408148482264,,0.5313329089639655,1.420083909444185,2.208578096726044
q_learning,100,302,Premkumar,91.38454918684621,-91.38454918684621,186.76909837369243,191.9794387456686,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,16,1,0.05816605701975694,9.435066505887468,,,
pvl_delta,100,303,Premkumar,138.62943611197542,-138.62943611197542,285.25887222395085,295.6795529679032,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1e-06,1e-06,4.3199674429585553e-07
q_learning,100,303,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,304,Premkumar,105.50964321129113,-105.50964321129113,219.01928642258227,229.43996716653464,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,350,44,32,0.5414558544348452,,0.49437012031394173,0.7229858666217741,1.0718619348842202
q_learning,100,304,Premkumar,116.49819642221568,-116.49819642221568,236.99639284443137,242.20673321640754,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,1,0.6605660537603171,0.718938478581345,,,
pvl_delta,100,305,Premkumar,64.5770344609007,-64.5770344609007,137.1540689218014,147.57474966575379,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,165,25,32,0.42915727344739124,,0.7605875913706988,1.6047757186327407,1.1328091623268197
q_learning,100,305,Premkumar,65.98318950751921,-65.98318950751921,135.96637901503843,141.1767193870146,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,1,0.39516737686183234,3.448002186370912,,,
pvl_delta,100,306,Premkumar,91.54331262553755,-91.54331262553755,191.0866252510751,201.50730599502748,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,220,28,32,0.14768458897040132,,0.8283705621506742,0.465587690312935,1.8918475966216024
q_learning,100,306,Premkumar,114.42523258153417,-114.42523258153417,232.85046516306835,238.06080553504452,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,16,1,0.012431266485438106,11.06703602928678,,,
pvl_delta,100,307,Premkumar,103.63545053605193,-103.63545053605193,215.27090107210387,225.69158181605624,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,540,74,32,0.0017042051154993396,,1.1678693046303492,0.355223546307355,5.0
q_learning,100,307,Premkumar,111.13357213696248,-111.13357213696248,226.26714427392497,231.47748464590114,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,66,14,1,0.008830339215450447,20.0,,,
pvl_delta,100,308,Premkumar,127.8474600065147,-127.8474600065147,263.6949200130294,274.11560075698173,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,50,32,0.0004440593642208712,,0.9245982284084847,1.0562567434069474,4.999920608253849
q_learning,100,308,Premkumar,128.08773152466827,-128.08773152466827,260.17546304933654,265.38580342131274,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,36,1,0.0050357682244970454,20.0,,,
pvl_delta,100,309,Premkumar,104.24653203597326,-104.24653203597326,216.49306407194652,226.9137448158989,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,405,52,32,0.10675773322805188,,1e-06,1e-06,1.4713358168531738
q_learning,100,309,Premkumar,128.8415749434484,-128.8415749434484,261.6831498868968,266.893490258873,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,17,1,0.011995471163565165,11.469038428282765,,,
pvl_delta,100,310,Premkumar,121.04518928045677,-121.04518928045677,250.09037856091354,260.5110593048659,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,655,87,32,0.3953008106879846,,0.014658947994790918,0.1872273719118132,1.2210579435922433
q_learning,100,310,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,311,Premkumar,125.43339045158083,-125.43339045158083,258.86678090316167,269.287461647114,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,440,55,32,0.06988041406653439,,1e-06,1e-06,1.1318590210478785
q_learning,100,311,Premkumar,134.45673873627658,-134.45673873627658,272.91347747255315,278.12381784452936,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,19,1,0.0033725834356585485,20.0,,,
pvl_delta,100,312,Premkumar,127.16223774256632,-127.16223774256632,262.32447548513267,272.745156229085,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,565,81,32,0.0001344935820180059,,1.0188122361392864,6.1342603745553985,4.170949373537299
q_learning,100,312,Premkumar,128.1730542372677,-128.1730542372677,260.3461084745354,265.5564488465116,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123,27,1,0.004917673512172065,20.0,,,
pvl_delta,100,313,Premkumar,128.65528277177904,-128.65528277177904,265.3105655435581,275.73124628751043,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305,43,32,0.11320212997442222,,0.9448590781316534,0.5464018459093445,1.279761199716306
q_learning,100,313,Premkumar,131.0986556019306,-131.0986556019306,266.1973112038612,271.4076515758374,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,15,1,0.10178637254764351,1.1891739360375844,,,
pvl_delta,100,314,Premkumar,96.37278322216042,-96.37278322216042,200.74556644432084,211.16624718827322,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,460,59,32,0.04133365621716061,,0.7201713414907617,2.015083555449359,2.12298091766182
q_learning,100,314,Premkumar,99.77966821789413,-99.77966821789413,203.55933643578825,208.76967680776443,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,17,1,0.06460699221630717,7.465421469291847,,,
pvl_delta,100,315,Premkumar,138.62943611113408,-138.62943611113408,285.25887222226817,295.6795529662205,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,2,32,1e-06,,1e-06,1e-06,1.3303552294102898e-05
q_learning,100,315,Premkumar,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,316,Premkumar,88.37757051712659,-88.37757051712659,184.75514103425317,195.17582177820555,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,34,32,0.3578656695220828,,0.47341865381977244,10.0,0.40862624197756675
q_learning,100,316,Premkumar,102.06622062066408,-102.06622062066408,208.13244124132817,213.34278161330434,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,15,1,0.07129657508589024,7.070406893501763,,,
pvl_delta,100,317,Wood,138.6294361119595,-138.6294361119595,285.258872223919,295.67955296787136,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2,32,1e-06,,1e-06,2.346490711707901,1.9566020715981598e-07
q_learning,100,317,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,318,Wood,125.93481105798527,-125.93481105798527,259.8696221159705,270.2903028599229,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,250,27,32,0.0005660311468116937,,0.5689818391474106,0.2211604931068154,4.650040728984296
q_learning,100,318,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,319,Wood,134.01974967433353,-134.01974967433353,276.03949934866705,286.4601800926194,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,315,33,32,0.0003402154074864137,,0.5321418723476167,0.5633010819624739,5.0
q_learning,100,319,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,320,Wood,138.62943611194103,-138.62943611194103,285.25887222388207,295.6795529678344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,2,32,1e-06,,1e-06,1.6856184802091345,4.4046852505413427e-07
q_learning,100,320,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,321,Wood,138.62943592332573,-138.62943592332573,285.25887184665146,295.6795525906038,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,2,32,1e-06,,1e-06,0.9610855609105918,0.0010017502395328472
q_learning,100,321,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,322,Wood,138.6294358871151,-138.6294358871151,285.2588717742302,295.67955251818256,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,2,32,1e-06,,1e-06,6.960871715008156,0.0009851444391844987
q_learning,100,322,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,323,Wood,138.62943602573066,-138.62943602573066,285.2588720514613,295.67955279541366,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,2,32,1e-06,,1e-06,1e-06,0.0008008398310677048
q_learning,100,323,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,324,Wood,138.6294361107869,-138.6294361107869,285.2588722215738,295.67955296552617,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,2,32,1e-06,,1e-06,1e-06,3.979039320256561e-05
q_learning,100,324,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,
pvl_delta,100,325,Wood,121.45472679964162,-121.45472679964162,250.90945359928324,261.3301343432356,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,460,67,32,0.0005580703535446458,,0.6949996699369685,2.6535802142717477,5.0
q_learning,100,325,Wood,125.94846171678563,-125.94846171678563,255.89692343357126,261.10726380554746,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,12,1,0.023249158016480097,7.764257160858261,,,
pvl_delta,100,326,Wood,109.05379939963093,-109.05379939963093,226.10759879926186,236.52827954321424,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,485,67,32,0.03220986714122061,,0.38430263975949674,3.1046262905076922,1.9128134936885137
q_learning,100,326,Wood,120.8417237878739,-120.8417237878739,245.6834475757478,250.89378794772398,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,24,1,0.006649714758559925,20.0,,,
pvl_delta,100,327,Wood,130.02146142757442,-130.02146142757442,268.04292285514884,278.4636035991012,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,715,99,32,0.999999,,1e-06,9.999982280460369,0.08230887232445246
q_learning,100,327,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
pvl_delta,100,328,Wood,138.62943611198747,-138.62943611198747,285.25887222397495,295.6795529679273,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,2.0,1e-06,3.3612425284034324e-08
q_learning,100,328,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,
